Location,SKU,Product,Loc Name,Spoken Description,Starter Qty,State,lang_desc,Sequence,Verification
Bulk,173477,6.5OZ CN PK 4/6 STRBK DSESP AMBLK,1,six point five can four six pack double shot express black,1,ENABLED,ENGLISH,1,ALLOWCHECKDIGITS
Bulk,197743,64OZ PL 1/8 LPT DT LPT IT GTCT SR,4330,sixty four ounce diet lipton green tea citrus,0,ENABLED,ENGLISH,4330,ALLOWCHECKDIGITS
Bulk,206681,64OZ PL 1/8 LPT LPT IMS GT PNMGSR,,64OZ PL 1/8 LPT LPT IMS GT PNMGSR,1,ENABLED,ENGLISH,1,ALLOWCHECKDIGITS
Bulk,197754,64OZ PL 1/8 LPT LPT IT GT CIT SR,4350,sixty four ounce lipton green tea citrus,0,ENABLED,ENGLISH,4350,ALLOWCHECKDIGITS
Bulk,198148,64OZ PL 1/8 LPT LPT IT PCH GA SR,4320,sixty four ounce lipton georgia peach,0,ENABLED,ENGLISH,4320,ALLOWCHECKDIGITS
Bulk,197752,64OZ PL 1/8 LPT LPT IT PCH SR,4330,sixty four ounce lipton georgia peach,0,ENABLED,ENGLISH,4330,ALLOWCHECKDIGITS
Bulk,198149,64OZ PL 1/8 LPT LPT IT STH SWT SR,4320,sixty four ounce lipton southern sweet tea,0,ENABLED,ENGLISH,4320,ALLOWCHECKDIGITS
Bulk,197747,64OZ PL 1/8 LPT LPT IT SWT SR,4310,sixty four ounce lipton sweet tea,0,ENABLED,ENGLISH,4310,ALLOWCHECKDIGITS
Bulk,148925,64OZ PL 1/8 LPT PLF SNL,4280,sixty four ounce pure leaf sweet tea,0,ENABLED,ENGLISH,4280,ALLOWCHECKDIGITS
Bulk,148364,64OZ PL 1/8 LPT PLF UNSNL,4360,sixty four ounce pure leaf unsweet tea no lemon,0,ENABLED,ENGLISH,4360,ALLOWCHECKDIGITS
Bulk,323014,64OZ PL 1/8 LPT PLF ZS SWT,4340,sixty four ounce Lipton Pure leaf Zero Sweet,0,ENABLED,ENGLISH,4340,ALLOWCHECKDIGITS
Bulk,169294,7.5OZ CN 10/3 CRSH ORG,40,seven point five ten three crush orange,0,ENABLED,ENGLISH,9350,ALLOWCHECKDIGITS
Bulk,166211,7.5OZ CN 10/3 DT PEPSI ORIG,40,seven five three ten packs diet pepsi,0,ENABLED,ENGLISH,9490,ALLOWCHECKDIGITS
Bulk,166210,7.5OZ CN 10/3 MDEW,40,seven five three ten packs mountain dew,0,ENABLED,ENGLISH,9520,ALLOWCHECKDIGITS
Bulk,320332,7.5OZ CN 10/3 MUG RT BR,40,seven point five ten three mug root beer,0,ENABLED,ENGLISH,9530,ALLOWCHECKDIGITS
Bulk,166209,7.5OZ CN 10/3 PEPSI,40,seven point five ten three  pepsi,0,ENABLED,ENGLISH,9540,ALLOWCHECKDIGITS
Bulk,173510,7.5OZ CN 10/3 PEPSI RL SGR,40,seven five three ten packs pepsi real sugar,0,ENABLED,ENGLISH,9480,ALLOWCHECKDIGITS
Bulk,320330,7.5OZ CN 10/3 PEPSI WCHE,40,seven five three ten packs pepsi wild cherry,0,ENABLED,ENGLISH,9510,ALLOWCHECKDIGITS
Bulk,169575,7.5OZ CN 10/3 PEPSI ZR SGR,40,seven five three ten packs pepsi zero sugar,0,ENABLED,ENGLISH,9500,ALLOWCHECKDIGITS
Bulk,169280,7.5OZ CN 10/3 SCHW G ALE,250,seven five three ten packs schweppes ginger ale,0,ENABLED,ENGLISH,9470,ALLOWCHECKDIGITS
Bulk,209812,7.5OZ CN 10/3 STRRY,40,seven five three ten packs starry,0,ENABLED,ENGLISH,9360,ALLOWCHECKDIGITS
Bulk,320132,7.5OZ CN 10/3 STRRY ZR SGR,40,seven five three ten packs zero starry,0,ENABLED,ENGLISH,9460,ALLOWCHECKDIGITS
Bulk,165343,7.5OZ CN 15/2 DT PEPSI ORIG,9999,7.5OZ CN 15/2 DT PEPSI ORIG,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,162822,7.5OZ CN 6/4 CRSH ORG,6350,seven five six pack crush orange,0,ENABLED,ENGLISH,6350,ALLOWCHECKDIGITS
Bulk,166100,7.5OZ CN 6/4 DT PEPSI ORIG,6330,seven five six pack  diet pepsi,0,ENABLED,ENGLISH,6330,ALLOWCHECKDIGITS
Bulk,160591,7.5OZ CN 6/4 MDEW 6/4,6320,seven five six pack mountain dew,0,ENABLED,ENGLISH,6320,ALLOWCHECKDIGITS
Bulk,160589,7.5OZ CN 6/4 PEPSI,6310,seven five six pack  pepsi,0,ENABLED,ENGLISH,6310,ALLOWCHECKDIGITS
Bulk,160826,7.5OZ CN 6/4 PEPSI RL SGR,45,seven five six pack pepsi real sugar,0,ENABLED,ENGLISH,9370,ALLOWCHECKDIGITS
Bulk,162820,7.5OZ CN 6/4 PEPSI WCHE,40,seven five six pack pepsi wild cherry,0,ENABLED,ENGLISH,9100,ALLOWCHECKDIGITS
Bulk,167911,7.5OZ CN 6/4 PEPSI ZR SGR,40,seven five six pack pepsi zero,0,ENABLED,ENGLISH,9120,ALLOWCHECKDIGITS
Bulk,322289,7.5OZ CN 6/4 PPBD CRSH ORG,9999,seven point five crush orange,0,ENABLED,ENGLISH,9,ALLOWCHECKDIGITS
Bulk,322088,7.5OZ CN 6/4 PPBD DT PEPSI ORIG,6340,7.5oz DieT PEPSI,0,ENABLED,ENGLISH,6340,ALLOWCHECKDIGITS
Bulk,322086,7.5OZ CN 6/4 PPBD MDEW 6/4,6330,seven point five six four dew,0,ENABLED,ENGLISH,6330,ALLOWCHECKDIGITS
Bulk,322085,7.5OZ CN 6/4 PPBD PEPSI,6320,seven five six pack  pepsi,0,ENABLED,ENGLISH,6320,ALLOWCHECKDIGITS
Bulk,322089,7.5OZ CN 6/4 PPBD PEPSI RL SGR PPBD,9999,7.5OZ can 6 4 pack pepsi real sugar,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,322090,7.5OZ CN 6/4 PPBD PEPSI WCHE PPBD,9999,7.5OZ can six four pepsi wild cherry,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,322087,7.5OZ CN 6/4 PPBD PEPSI ZR SGR PPBD,9999,7.5OZ CN 6/4 pepsi zero sugar,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,322294,7.5OZ CN 6/4 PPBD SCHW QUITON ZS,999,seven five six pack tonic zero sugar,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,322293,7.5OZ CN 6/4 PPBD SCHW TON,9999,seven five six pack  tonic,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,322292,7.5OZ CN 6/4 PPBD SCHWP CLB SDA,9,seven point five schweeps club soda,0,ENABLED,ENGLISH,9,ALLOWCHECKDIGITS
Bulk,322290,7.5OZ CN 6/4 PPBD SCHWP G ALE,6350,seven five six pack  ginger ale,0,ENABLED,ENGLISH,6350,ALLOWCHECKDIGITS
Bulk,322092,7.5OZ CN 6/4 PPBD STRRY,,seven point five six pack starry,0,ENABLED,ENGLISH,11,ALLOWCHECKDIGITS
Bulk,322093,7.5OZ CN 6/4 PPBD STRRY ZR SGR,1,7.5OZ Can six four pack starry zero sugar,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,169293,7.5OZ CN 6/4 SCHW QUITON ZS,40,seven five six pack schweppes diet tonic,0,ENABLED,ENGLISH,9150,ALLOWCHECKDIGITS
Bulk,169282,7.5OZ CN 6/4 SCHW TON,40,seven five six pack  schweppes tonic,0,ENABLED,ENGLISH,9140,ALLOWCHECKDIGITS
Bulk,169283,7.5OZ CN 6/4 SCHWP CLB SDA,40,seven five six pack schweppes club soda,0,ENABLED,ENGLISH,9130,ALLOWCHECKDIGITS
Bulk,160593,7.5OZ CN 6/4 SCHWP G ALE,6340,seven five six pack schweppes ginger ale,0,ENABLED,ENGLISH,6340,ALLOWCHECKDIGITS
Bulk,209814,7.5OZ CN 6/4 STRRY,40,seven five six pack starry,0,ENABLED,ENGLISH,9110,ALLOWCHECKDIGITS
Bulk,320268,7.5OZ CN 6/4 STRRY ZR SGR,45,seven five six pack starry zero,0,ENABLED,ENGLISH,9160,ALLOWCHECKDIGITS
Bulk,322417,700ML PL 1/12 GAT WTR,5250,seven hundred milliliter twelve pack gatorade water,0,ENABLED,ENGLISH,5250,ALLOWCHECKDIGITS
Full,322417,700ML PL 1/12 GAT WTR,5250,seven hundred milliliter twelve pack gatorade water,0,ENABLED,ENGLISH,5250,ALLOWCHECKDIGITS
Bulk,159301,700ML PL 1/12 PRM LIFEWTR,5290,seven hundred milliliter premium lifewater,0,ENABLED,ENGLISH,5290,ALLOWCHECKDIGITS
Full,159301,700ML PL 1/12 PRM LIFEWTR,5290,seven hundred milliliter premium lifewater,0,ENABLED,ENGLISH,5290,ALLOWCHECKDIGITS
Bulk,89229,9.5OZ NR 12/1 FRAP MCH,7160,nine five twelve pack frap mocha,0,ENABLED,ENGLISH,7160,ALLOWCHECKDIGITS
Bulk,37096,9.5OZ NR 12/1 FRAP VAN,7170,nine five twelve pack frap vanilla,0,ENABLED,ENGLISH,7170,ALLOWCHECKDIGITS
Full,37096,9.5OZ NR 12/1 FRAP VAN,7170,nine five twelve pack frap vanilla,0,ENABLED,ENGLISH,7170,ALLOWCHECKDIGITS
Bulk,57933,9.5OZ NR 15/1 FRAP MCH,99999,nine piont five frapp mocha fifthteen pack,0,ENABLED,ENGLISH,999999,ALLOWCHECKDIGITS
Bulk,151215,9.5OZ NR 15/1 FRAP VAN,1,nine point five frapp vanilla fifthteen pack,100,ENABLED,ENGLISH,999999,ALLOWCHECKDIGITS
Bulk,32078,9.5OZ NR 4/6 FRAP COF,7210,nine five four pack frap coffee,0,ENABLED,ENGLISH,7210,ALLOWCHECKDIGITS
Full,32078,9.5OZ NR 4/6 FRAP COF,7210,nine five four pack frap coffee,0,ENABLED,ENGLISH,7210,ALLOWCHECKDIGITS
Bulk,62224,9.5OZ NR 4/6 FRAP CRML,7200,nine five four pack frap caramel,0,ENABLED,ENGLISH,7200,ALLOWCHECKDIGITS
Full,62224,9.5OZ NR 4/6 FRAP CRML,7200,nine five four pack frap caramel,0,ENABLED,ENGLISH,7200,ALLOWCHECKDIGITS
Bulk,32077,9.5OZ NR 4/6 FRAP MCH,7190,nine point five four six  frap mocha,0,ENABLED,ENGLISH,7190,ALLOWCHECKDIGITS
Full,32077,9.5OZ NR 4/6 FRAP MCH,7190,nine point five four six  frap mocha,0,ENABLED,ENGLISH,7190,ALLOWCHECKDIGITS
Bulk,37091,9.5OZ NR 4/6 FRAP VAN,7180,nine five four pack frap vanilla,0,ENABLED,ENGLISH,7180,ALLOWCHECKDIGITS
Full,37091,9.5OZ NR 4/6 FRAP VAN,7180,nine five four pack frap vanilla,0,ENABLED,ENGLISH,7180,ALLOWCHECKDIGITS
Bulk,199166,9.6OZ CN 1/12 SB CB NITRO DK CC,15,nine point six star bucks nitro dark cc,0,ENABLED,ENGLISH,7440,ALLOWCHECKDIGITS
Bulk,206355,9.6OZ CN 1/12 SB NTR CB SWT CRM,15,nine point six ounce twelve pack nitro sweet cream,0,ENABLED,ENGLISH,7435,ALLOWCHECKDIGITS
Bulk,208006,9.6OZ CN 1/12 STRBK NTR CB PMCR,1,nine point six ounce twelve pack  star bucks nitro pumpkin cream,0,ENABLED,ENGLISH,1,ALLOWCHECKDIGITS
Bulk,174228,9.6OZ CN 1/12 STRBK NTRO CB UNS,15,nine point six ounce twelve pack  star bucks nitro unsweet,0,ENABLED,ENGLISH,7425,ALLOWCHECKDIGITS
Bulk,174231,9.6OZ CN 1/12 STRBK NTRO VAN,15,nine point six ounce twelve pack  star bucks nitro vanilla,0,ENABLED,ENGLISH,7430,ALLOWCHECKDIGITS
Full,69338,CUP 16OZ CUP 1000 DPM,,sixteen ounce cup,0,ENABLED,ENGLISH,790,ALLOWCHECKDIGITS
Bulk,16274,CUP 24OZ PL TMBIB 72C,8140,twenty four ounce cups 72c,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Full,16274,CUP 24OZ PL TMBIB 72C,8140,twenty four ounce cups 72c,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,67858,CUP 44OZ CUP 480 DPM,8170,forty four ounce cups,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,32419,CUP 44OZ DP480 44TDN,45,forty four ounce cups,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,67901,EMPTIES 16.9OZ PL SHELL,8200,two liter shell,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,8279,EMPTIES 20LB CO2 EMPTY TA,1,empties twenty pound c o two empty tank,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Full,8279,EMPTIES 20LB CO2 EMPTY TA,1,empties twenty pound c o two empty tank,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,6003,EMPTIES 20OZ PL SHELL,1,empties twenty ounce p l shell,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,15046,EMPTIES 2L PL SHELL,8200,two liter shell,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,16246,LID 24 PL 2000C,8130,twenty four ounce lids,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,32480,LID 44 PL 960C L44BN,400,forty four ounce lid,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Bulk,39576,LID 44OZ LID 960 SL,9999,forty four ounce lid,0,ENABLED,ENGLISH,9999,ALLOWCHECKDIGITS
Full,109997,PRP 16OZ CN 1/12 PRP AMP BST,6680,sixteen ounce twelve pack amp original,0,ENABLED,ENGLISH,2760,ALLOWCHECKDIGITS
Bulk,152532,PRP 16OZ CN 1/12 PRP MDEW KS OC,25,sixteen ounce twelve pack mountian dew kick start orange citrus,0,ENABLED,ENGLISH,7345,ALLOWCHECKDIGITS
Bulk,120005,PRP 20OZ PL 1/12 PRP SBE LW POMCHE,1,PRP 20OZ PL 1/12 PRP SBE LW POMCHE,0,ENABLED,ENGLISH,30,ALLOWCHECKDIGITS
Bulk,152535,PRP 20OZ PL 1/24S PRP DT LPT GT CIT,1500,twenty ounce diet lipton green tea with citrus,0,ENABLED,ENGLISH,1500,ALLOWCHECKDIGITS
Bulk,109980,PRP 20OZ PL 1/24S PRP DT MDEW,1590,twenty ounce diet mountain dew,0,ENABLED,ENGLISH,1590,ALLOWCHECKDIGITS
Full,109987,PRP 20OZ WMPL1/24 PRP GAT BLU,5070,twenty ounce gatorade cool blue,0,ENABLED,ENGLISH,2220,ALLOWCHECKDIGITS
Bulk,109988,PRP 20OZ WMPL1/24 PRP GAT FRC GRP,1,twenty ounce gatorade fierce grape,0,ENABLED,ENGLISH,1,ALLOWCHECKDIGITS
Full,109988,PRP 20OZ WMPL1/24 PRP GAT FRC GRP,1,twenty ounce gatorade fierce grape,0,ENABLED,ENGLISH,1,ALLOWCHECKDIGITS
Full,109989,PRP 20OZ WMPL1/24 PRP GAT FT PNCH,5110,twenty ounce gatorade fruit punch,0,ENABLED,ENGLISH,2280,ALLOWCHECKDIGITS
Bulk,109990,PRP 20OZ WMPL1/24 PRP GAT GLCR FRZ,3430,twenty ounce gatorade glaicer frezze,0,ENABLED,ENGLISH,3430,ALLOWCHECKDIGITS
Full,109990,PRP 20OZ WMPL1/24 PRP GAT GLCR FRZ,3430,twenty ounce gatorade glaicer frezze,0,ENABLED,ENGLISH,3430,ALLOWCHECKDIGITS
Full,109992,PRP 20OZ WMPL1/24 PRP GAT LL,5090,twenty ounce gatorade lemon lime,5090,ENABLED,ENGLISH,2240,ALLOWCHECKDIGITS
Bulk,109993,PRP 20OZ WMPL1/24 PRP GAT ORG,3450,twenty ounce gatorade orange,1,ENABLED,ENGLISH,3450,ALLOWCHECKDIGITS
Full,109993,PRP 20OZ WMPL1/24 PRP GAT ORG,3450,twenty ounce gatorade orange,0,ENABLED,ENGLISH,3450,ALLOWCHECKDIGITS
Full,120012,PRP 2L PL 1/8S PRP PEPSI,3000,two liter pepsi,0,ENABLED,ENGLISH,1810,ALLOWCHECKDIGITS
